StudentID,cohort,cohort term,Marital Status,Adjusted Gross Income,Parent Adjusted Gross Income,Father's Highest Grade Level,Mother's Highest Grade Level,Housing,2012 Loan,2012 Scholarship,2012 Work/Study,2012 Grant,2013 Loan,2013 Scholarship,2013 Work/Study,2013 Grant,2014 Loan,2014 Scholarship,2014 Work/Study,2014 Grant,2015 Loan,2015 Scholarship,2015 Work/Study,2015 Grant,2016 Loan,2016 Scholarship,2016 Work/Study,2016 Grant,2017 Loan,2017 Scholarship,2017 Work/Study,2017 Grant
300754,2011-12,1,Single,0,41952,High School,High School,Off Campus,NA,NA,200,3900,NA,NA,1000,4400,3000,NA,NA,2695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305167,2011-12,1,Single,0,69773,High School,College,Off Campus,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305117,2011-12,1,Single,9501,126501,College,High School,With Parent,5500,NA,NA,NA,12500,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303073,2011-12,1,Single,0,0,Unknown,High School,On Campus Housing,1750,NA,NA,11588,1750,NA,NA,5895,4500,NA,NA,2823,4500,NA,NA,9634,7500,NA,NA,9737,NA,NA,NA,NA
294314,2011-12,1,Single,8041,74337,Middle School,High School,Off Campus,NA,NA,NA,1050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304846,2011-12,1,Single,0,210009,College,High School,With Parent,11000,NA,NA,NA,5230,NA,NA,NA,10800,NA,NA,NA,11500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289237,2011-12,1,Single,90,118000,High School,High School,With Parent,5250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301030,2011-12,1,Single,0,9367,Unknown,Unknown,On Campus Housing,NA,NA,NA,10894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298435,2011-12,1,Single,0,0,High School,College,Off Campus,3750,NA,NA,2975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299887,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302475,2011-12,1,Single,0,27901,NA,High School,On Campus Housing,NA,2500,2000,11338,NA,2500,NA,10290,NA,4324,NA,9185,NA,5000,NA,9492,NA,5000,2600,6306,NA,5000,3000,4565
302536,2011-12,1,Single,0,10021,College,College,On Campus Housing,8500,NA,2000,11588,12816,NA,NA,11790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299154,2011-12,1,Single,0,32226,College,High School,With Parent,NA,NA,NA,4732,NA,NA,NA,5392,NA,NA,NA,8785,NA,NA,NA,7984,NA,NA,NA,NA,NA,NA,NA,NA
300676,2011-12,1,Single,0,47928,High School,Middle School,With Parent,6923,NA,NA,2306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298947,2011-12,1,Single,0,62467,Unknown,High School,With Parent,NA,5010.5,NA,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300403,2011-12,1,Single,0,23063,NA,High School,With Parent,NA,NA,NA,11588,NA,NA,NA,10250,NA,NA,NA,6301,NA,NA,NA,1690,NA,NA,NA,NA,NA,NA,NA,NA
304598,2011-12,1,Single,0,82028,High School,College,Off Campus,5500,NA,1430,5232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295129,2011-12,1,Single,6058,38682,High School,High School,On Campus Housing,NA,NA,NA,10564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297122,2011-12,1,Single,0,79596,High School,College,With Parent,5500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296322,2011-12,1,Single,0,98832,College,College,With Parent,5500,NA,NA,NA,6500,1000,NA,NA,6500,NA,NA,NA,7500,NA,NA,NA,5000,NA,NA,NA,NA,NA,NA,NA
299380,2011-12,1,Single,0,0,High School,Unknown,Off Campus,NA,NA,NA,12688,NA,NA,NA,3075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300912,2011-12,1,Single,0,82724,High School,High School,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298447,2011-12,1,Single,0,9481,College,College,Off Campus,NA,NA,NA,10077.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300827,2011-12,1,Single,0,21900,Middle School,College,With Parent,NA,NA,NA,12738,NA,NA,NA,11350,NA,NA,NA,11485,5500,NA,NA,5730,NA,NA,NA,NA,NA,NA,NA,NA
303316,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297690,2011-12,1,Single,0,83467,High School,High School,With Parent,NA,6000,NA,NA,NA,6000,NA,NA,NA,6000,NA,NA,NA,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302391,2011-12,1,Single,0,50577,College,Unknown,On Campus Housing,NA,NA,NA,1929.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303222,2011-12,1,Single,0,0,Middle School,Middle School,With Parent,2500,3000,NA,11588,2750,NA,NA,2775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301720,2011-12,1,Single,0,15767,High School,College,With Parent,5500,NA,2000,11988,5500,NA,NA,11790,6500,NA,NA,11183,NA,NA,NA,2651.45,NA,NA,NA,NA,NA,NA,NA,NA
300614,2011-12,1,Single,0,22543,Unknown,High School,On Campus Housing,NA,NA,2144,10074,9500,NA,NA,8550,6500,NA,NA,9285,5500,NA,NA,9192,12500,NA,NA,2807,5350,NA,NA,733
299593,2011-12,1,Single,0,107045,Unknown,Unknown,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300411,2011-12,1,Single,6433,133861,College,College,With Parent,10500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298863,2011-12,1,Single,0,1100,High School,High School,With Parent,NA,NA,NA,11988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301175,2011-12,1,Single,0,51315,Unknown,College,Off Campus,4024,NA,NA,5918,5500,NA,NA,5592,6014,NA,NA,NA,9400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298481,2011-12,1,Single,0,88700,High School,College,With Parent,NA,5000,NA,NA,NA,5000,NA,NA,NA,5000,NA,NA,NA,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303874,2011-12,1,Single,32947,0,College,College,With Parent,12500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297092,2011-12,1,Single,0,15000,High School,High School,Off Campus,5500,NA,NA,5550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298701,2011-12,1,Single,0,21412,High School,High School,With Parent,3500,NA,NA,11588,NA,NA,NA,11740,NA,NA,NA,12001,NA,NA,NA,12116,5500,NA,NA,6708,NA,NA,NA,1233
303017,2011-12,1,Married,33326,0,High School,High School,Off Campus,3000,10021,NA,5550,NA,8221.8,NA,5200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290395,2011-12,1,Single,14683,0,High School,High School,Off Campus,7000,NA,NA,2325,10500,NA,NA,7094,8100,NA,NA,1995,12500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297312,2011-12,1,Single,2019,6243,College,High School,With Parent,3500,NA,2000,8569,4500,NA,NA,11040,NA,NA,NA,11183,7500,NA,NA,8966,NA,NA,NA,NA,NA,NA,NA,NA
304128,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303991,2011-12,1,Single,6350,7500,College,High School,Off Campus,3500,NA,NA,11588,3500,NA,NA,12390,NA,NA,NA,9014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298080,2011-12,1,Married,2960,0,College,High School,Off Campus,NA,NA,NA,972.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303064,2011-12,1,Single,0,0,High School,High School,With Parent,NA,NA,NA,3470,NA,NA,NA,2775,NA,NA,NA,7709,2750,NA,NA,5221,NA,NA,NA,NA,NA,NA,NA,NA
305480,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301594,2011-12,1,Married,48643,0,College,College,Off Campus,38125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298028,2011-12,1,Married,44635,0,High School,High School,Off Campus,12500,NA,NA,NA,10460,NA,NA,1150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32175,2011-12,1,Single,0,0,High School,High School,With Parent,3500,NA,NA,2082,3500,NA,NA,3075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304807,2011-12,1,Single,15906,0,High School,High School,Off Campus,7500,NA,NA,10714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6250,NA,NA,2181
303069,2011-12,1,Single,31903,0,College,College,Off Campus,12500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237917,2011-12,1,Single,61929,0,College,Middle School,Off Campus,12500,2000,NA,2400,10500,2000,NA,4300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283300,2011-12,1,Divorced,36843,0,Unknown,Unknown,Off Campus,NA,NA,NA,694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304844,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302646,2011-12,1,Single,31523,0,Middle School,High School,NA,NA,NA,NA,NA,4500,NA,NA,700,5500,NA,NA,4395,2750,NA,NA,2865,NA,NA,NA,NA,NA,NA,NA,NA
298259,2011-12,1,NA,NA,NA,NA,NA,NA,14600,NA,NA,NA,15000,NA,NA,NA,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302230,2011-12,1,Single,10317,187419,High School,High School,Off Campus,4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305098,2011-12,1,NA,NA,NA,NA,NA,NA,6000,NA,NA,NA,12500,NA,NA,NA,8384,NA,NA,4940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305100,2011-12,1,Single,0,79105,Middle School,High School,With Parent,3500,NA,NA,NA,3750,NA,NA,563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266794,2011-12,1,Single,8553,7402,College,High School,With Parent,NA,NA,NA,5400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302466,2011-12,1,Single,0,78308,High School,High School,NA,NA,NA,NA,NA,5500,NA,NA,NA,NA,NA,NA,5592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271550,2011-12,1,Single,4006,5434,Middle School,Middle School,Off Campus,NA,NA,NA,8968,NA,NA,NA,10002,6500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94603,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296025,2011-12,1,Single,9268,0,High School,High School,Off Campus,9500,NA,2000,9674,515,NA,NA,5520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303298,2011-12,1,Single,1258,151679,High School,High School,On Campus Housing,20500,NA,2000,NA,21500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301563,2011-12,1,Single,6743,40069,College,Unknown,With Parent,3500,NA,NA,4932,2649,NA,NA,4851,3750,NA,NA,1414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276413,2011-12,1,Single,7268,23576,High School,College,With Parent,NA,NA,NA,7762,NA,NA,NA,3600,NA,NA,NA,8761,NA,NA,NA,11042,NA,NA,NA,6128,NA,NA,NA,NA
124396,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305093,2011-12,1,Single,2104,36017,NA,Unknown,With Parent,3500,NA,NA,11588,6500,NA,2000,6952,7500,NA,NA,4895,NA,NA,NA,NA,4795,NA,NA,5775,12500,NA,NA,1233
300658,2011-12,1,Single,0,0,Unknown,College,With Parent,NA,NA,NA,11988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300441,2011-12,1,Single,0,17276,Middle School,Middle School,On Campus Housing,9500,NA,NA,12863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302796,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301898,2011-12,1,Single,0,83347,High School,High School,On Campus Housing,15500,NA,NA,NA,9500,NA,NA,NA,5250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303229,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303306,2011-12,1,Single,0,149662,College,College,With Parent,10100,NA,NA,NA,10695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298593,2011-12,1,Single,0,7606,High School,High School,With Parent,NA,NA,2000,10003.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297394,2011-12,1,Single,3316,15320,Middle School,Middle School,Off Campus,NA,NA,2000,10164,NA,NA,NA,11790,2205,NA,NA,3123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297468,2011-12,1,Single,0,58912,High School,College,With Parent,5500,NA,NA,4012,NA,NA,NA,11040,4179,NA,NA,12601,5500,NA,NA,4298,10500,NA,NA,5775,12500,NA,NA,12423
302067,2011-12,1,Single,0,88914,High School,College,With Parent,9500,NA,NA,NA,9500,NA,NA,NA,672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300925,2011-12,1,Single,0,34526,High School,Unknown,With Parent,5500,NA,NA,3700,5500,NA,NA,6852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302453,2011-12,1,Single,0,26076,Middle School,Middle School,With Parent,NA,NA,NA,5794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301426,2011-12,1,Single,0,20975,High School,High School,On Campus Housing,8000,NA,2000,11588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298927,2011-12,1,Single,0,20479,High School,High School,Off Campus,1750,NA,NA,11008.26,1750,NA,NA,5100,6392,NA,NA,2117,3750,NA,NA,4483,NA,NA,NA,NA,NA,NA,NA,NA
297227,2011-12,1,Single,0,97755,College,College,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303433,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299559,2011-12,1,Single,0,7156,Middle School,High School,With Parent,NA,NA,NA,12738,NA,NA,NA,3075,NA,NA,NA,13151,NA,NA,NA,13866,NA,NA,NA,10887,NA,NA,NA,10913
302721,2011-12,1,Single,14920,0,Middle School,Middle School,Off Campus,7500,NA,NA,11864,10500,NA,NA,10848,10500,NA,NA,7955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302802,2011-12,1,Married,41480,0,Middle School,Middle School,Off Campus,NA,5000,NA,5550,NA,6000,NA,5550,2750,NA,NA,642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302056,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282184,2011-12,1,Single,5487,30269,High School,High School,With Parent,NA,NA,NA,11588,NA,NA,NA,11790,NA,NA,NA,1010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252768,2011-12,1,Single,19375,7764,College,High School,Off Campus,7500,NA,NA,7762,12500,NA,NA,NA,10500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297270,2011-12,1,Separated,41950,0,College,College,Off Campus,NA,10926.1,NA,NA,NA,10421.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300920,2011-12,1,Single,0,31649,High School,High School,Off Campus,1900,NA,NA,9274,3500,NA,NA,8450,6500,NA,NA,10135,7500,NA,NA,4480,5500,NA,NA,9857,4100,NA,NA,10191
300013,2011-12,1,Single,0,19675,High School,NA,With Parent,NA,NA,NA,12738,NA,NA,NA,12940,NA,NA,NA,13151,NA,NA,NA,13866,NA,NA,NA,13405,NA,NA,NA,NA
304457,2011-12,1,Single,6600,0,Unknown,Unknown,Off Campus,NA,NA,NA,1388,NA,NA,NA,5895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300963,2011-12,1,Separated,18416,0,High School,High School,Off Campus,7500,NA,NA,1700,10500,NA,NA,3500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297427,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291319,2011-12,1,Single,27992,0,High School,High School,Off Campus,7500,NA,NA,7162,10500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282953,2011-12,1,Married,31611,0,High School,High School,Off Campus,NA,NA,NA,5550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55512,2011-12,1,Single,53834,0,High School,High School,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1565
260614,2011-12,1,Single,29092,0,High School,High School,Off Campus,9500,NA,NA,7162,10500,NA,NA,6150,12500,NA,NA,5645,5250,NA,NA,1395,NA,NA,NA,NA,NA,NA,NA,NA
303699,2011-12,1,Married,128847,0,High School,College,Off Campus,10500,NA,NA,NA,NA,NA,NA,4164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300501,2011-12,1,Single,21042,0,Middle School,College,Off Campus,7500,NA,NA,900,4250,NA,NA,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296619,2011-12,1,Single,987,0,College,High School,Off Campus,5500,2500,NA,5550,10500,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298583,2011-12,1,Single,44929,0,High School,College,With Parent,11500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304941,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303066,2011-12,1,Single,21658,0,High School,High School,Off Campus,3300,NA,NA,7259,5500,NA,NA,9402,10500,NA,NA,1409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301585,2011-12,1,Married,133471,0,High School,High School,Off Campus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300873,2011-12,1,Separated,14150,0,College,High School,Off Campus,NA,NA,NA,11988,2750,NA,NA,3120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294836,2011-12,1,Single,30000,0,Middle School,High School,Off Campus,10500,NA,NA,NA,12500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301605,2011-12,1,Single,26984,0,High School,College,Off Campus,32500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252169,2011-12,1,Single,18190,0,Middle School,College,Off Campus,3500,NA,NA,6525,5500,NA,NA,4854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302463,2011-12,1,Single,22167,0,College,High School,Off Campus,9500,NA,NA,700,10500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304936,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303427,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269304,2011-12,1,Single,15380,0,High School,High School,With Parent,5500,NA,NA,4857,NA,NA,NA,1923.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303048,2011-12,1,Single,10134,73317,College,High School,Off Campus,7500,NA,NA,NA,7500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302820,2011-12,1,Single,23670,14817,Unknown,College,With Parent,3500,NA,NA,5550,7500,NA,NA,8742,2750,NA,NA,4433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303768,2011-12,1,Single,0,21727,High School,High School,With Parent,3500,NA,1800,11588,4500,NA,NA,9250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274646,2011-12,1,Single,14106,64599,High School,High School,Off Campus,7500,NA,NA,1150,2300,NA,NA,8244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300580,2011-12,1,Married,80774,0,College,College,Off Campus,NA,9836,NA,3900,4300,8324.8,NA,5096,10500,500,NA,6356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301467,2011-12,1,Single,8365,9559,High School,High School,With Parent,NA,930,NA,11588,4500,930,NA,8644,NA,NA,NA,6353.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302787,2011-12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302287,2011-12,1,Single,0,81462,High School,College,With Parent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304699,2011-12,1,Single,0,0,High School,High School,With Parent,NA,NA,NA,10714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295144,2011-12,1,Single,1484,49837,College,College,With Parent,5500,NA,NA,NA,1750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299374,2011-12,1,Single,0,24436,Unknown,Unknown,Off Campus,3500,NA,NA,5950,NA,NA,NA,11790,4500,NA,NA,5645,5500,NA,NA,11894,2750,NA,NA,5279,NA,NA,NA,NA
300226,2011-12,1,Single,0,38906,High School,High School,On Campus Housing,NA,NA,NA,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300921,2011-12,1,Single,0,4553,College,College,With Parent,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301049,2011-12,1,Single,0,27879,High School,High School,With Parent,NA,NA,NA,10714,NA,NA,NA,2696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296829,2011-12,1,Single,0,45880,Unknown,College,With Parent,2500,NA,NA,7824,5500,NA,NA,8650,3500,NA,NA,4511,5500,NA,NA,5516,NA,NA,NA,NA,NA,NA,NA,NA
296541,2011-12,1,Single,9593,36617,College,College,With Parent,5500,NA,NA,5232,7148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298491,2011-12,1,Single,0,31508,Middle School,High School,With Parent,NA,NA,NA,9964,NA,NA,3000,12140,NA,NA,2000,12601,NA,NA,2000,11894,7500,NA,2000,8166,NA,NA,NA,NA
300688,2011-12,1,Single,0,41305,College,High School,Off Campus,NA,NA,NA,8668,NA,NA,NA,3900,NA,NA,NA,12001,NA,NA,NA,11294,NA,NA,NA,11157,2750,NA,NA,2832
